1010,,,,,,,,,,,,,,,,,,,
1011,3028,2017,1029,3005,,,,,,,,,,,,,,,
3016,1015,3012,,,,,,,,,,,,,,,,,
3016,1010,1034,1026,1025,1020,3014,3005,,,,,,,,,,,,
1021,3022,1026,3013,1032,3028,3011,1016,1015,2017,1029,,,,,,,,,
2017,3002,3022,1026,2001,1032,1020,3028,3020,2016,1023,,,,,,,,,
2017,2014,1006,3016,1010,1026,1032,3028,,,,,,,,,,,,
1011,2014,1006,1007,3022,1026,3028,2018,2016,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1011,3002,3011,,,,,,,,,,,,,,,,,
3023,1026,3013,1032,3001,3031,2028,3007,2017,2011,,,,,,,,,,
3020,,,,,,,,,,,,,,,,,,,
2017,1032,,,,,,,,,,,,,,,,,,
2014,1006,3016,3014,,,,,,,,,,,,,,,,
1001,1026,1032,3028,3031,2017,,,,,,,,,,,,,,
1026,3013,3011,1029,1023,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
2014,1006,2018,2017,,,,,,,,,,,,,,,,
3019,,,,,,,,,,,,,,,,,,,
2014,1006,3022,3028,1022,1022,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,
1021,1010,3022,1026,1032,1020,2002,3014,1015,,,,,,,,,,,
1001,2016,3022,2001,1032,3026,2016,,,,,,,,,,,,,
1007,2013,1010,1026,1020,,,,,,,,,,,,,,,
2014,1006,3023,1032,2017,,,,,,,,,,,,,,,
1018,1022,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,
1007,2014,1006,3022,1032,,,,,,,,,,,,,,,
1001,3028,,,,,,,,,,,,,,,,,,
1011,1007,1010,3013,2001,1032,3015,3028,2028,3007,1024,3005,1028,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
1007,2016,2002,3001,1033,,,,,,,,,,,,,,,
3016,3023,2018,1004,1020,,,,,,,,,,,,,,,
2017,2011,,,,,,,,,,,,,,,,,,
1007,1004,3011,3020,1009,,,,,,,,,,,,,,,
1001,2017,3016,1010,1026,1032,1020,1020,,,,,,,,,,,,
2017,1026,1009,3012,1022,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,
3004,1033,2005,,,,,,,,,,,,,,,,,
3022,1032,3031,2017,,,,,,,,,,,,,,,,
2017,3003,,,,,,,,,,,,,,,,,,
3016,2016,1022,,,,,,,,,,,,,,,,,
3006,,,,,,,,,,,,,,,,,,,
1001,2014,1006,1032,1022,2016,1024,1004,,,,,,,,,,,,
1008,1010,,,,,,,,,,,,,,,,,,
3001,3031,3006,,,,,,,,,,,,,,,,,
3028,2010,1024,,,,,,,,,,,,,,,,,
3016,1026,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
1011,3022,1032,3031,2017,,,,,,,,,,,,,,,
2013,1010,3022,3013,1025,2018,2005,1015,2011,1010,1009,,,,,,,,,
1015,3005,,,,,,,,,,,,,,,,,,
3016,1032,3028,2016,1022,,,,,,,,,,,,,,,
3004,3022,1020,1033,3028,2016,2011,3001,1020,,,,,,,,,,,
1021,1004,1022,,,,,,,,,,,,,,,,,
1032,2003,3028,2016,1028,,,,,,,,,,,,,,,
2016,1010,,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
1001,3004,1021,,,,,,,,,,,,,,,,,
2014,1006,3002,1017,1033,3011,2016,1029,1023,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,
1011,3022,1026,3013,2007,1031,1027,2006,,,,,,,,,,,,
1011,3028,,,,,,,,,,,,,,,,,,
1012,1022,,,,,,,,,,,,,,,,,,
3026,,,,,,,,,,,,,,,,,,,
3013,1017,2018,3028,3011,2016,3003,2002,,,,,,,,,,,,
3022,2017,1010,,,,,,,,,,,,,,,,,
1011,1026,1025,,,,,,,,,,,,,,,,,
1010,1026,2017,3002,2003,1022,,,,,,,,,,,,,,
3016,1026,3013,2005,,,,,,,,,,,,,,,,
1007,1021,3002,,,,,,,,,,,,,,,,,
2013,1020,1015,1023,1022,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1020,1024,3004,,,,,,,,,,,,,,,,,
1010,3001,1015,3001,1020,,,,,,,,,,,,,,,
1026,2016,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,
3028,2005,,,,,,,,,,,,,,,,,,
1026,3005,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
2014,1026,3013,3015,,,,,,,,,,,,,,,,
3011,1029,,,,,,,,,,,,,,,,,,
1011,1001,2016,3002,2017,3002,1004,3031,,,,,,,,,,,,
3016,1010,1026,1020,3001,,,,,,,,,,,,,,,
1011,1001,1010,1032,1020,3011,1028,,,,,,,,,,,,,
2013,1010,3022,3023,1026,3013,1002,1015,1027,1009,,,,,,,,,,
3028,3031,3011,1022,2005,,,,,,,,,,,,,,,
1010,3023,3013,2001,1013,1022,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,,,
3022,2017,,,,,,,,,,,,,,,,,,
2013,1004,,,,,,,,,,,,,,,,,,
2013,1022,,,,,,,,,,,,,,,,,,
3022,1025,3013,2017,,,,,,,,,,,,,,,,
3028,1033,,,,,,,,,,,,,,,,,,
3004,2014,1006,1026,1020,3028,3011,1023,3005,,,,,,,,,,,
1026,3003,1022,1028,,,,,,,,,,,,,,,,
3016,1025,3028,2017,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
1025,1032,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
2005,1006,,,,,,,,,,,,,,,,,,
1007,2017,1020,1033,1013,3020,1020,1028,2002,,,,,,,,,,,
1021,1033,3013,3020,1030,1022,1022,,,,,,,,,,,,,
1001,2001,3022,2018,3011,1009,1022,,,,,,,,,,,,,
1033,3011,1028,,,,,,,,,,,,,,,,,
1001,3016,2014,3028,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,
1007,1026,1017,3003,,,,,,,,,,,,,,,,
1032,3028,3011,2017,2016,1022,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
3027,,,,,,,,,,,,,,,,,,,
1001,1026,1022,,,,,,,,,,,,,,,,,
1032,3001,,,,,,,,,,,,,,,,,,
3001,3028,2006,3005,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
3004,3022,1026,1020,,,,,,,,,,,,,,,,
2006,3005,1028,,,,,,,,,,,,,,,,,
3022,3004,,,,,,,,,,,,,,,,,,
3022,1026,3028,3018,,,,,,,,,,,,,,,,
3016,3022,,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,
1011,1032,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
3022,1026,3028,1015,2017,2005,,,,,,,,,,,,,,
2014,3016,1007,3022,1022,,,,,,,,,,,,,,,
1001,3004,1021,1026,2016,2015,1033,,,,,,,,,,,,,
3001,3028,1027,1028,,,,,,,,,,,,,,,,
2002,1013,1022,2016,1029,1022,,,,,,,,,,,,,,
2016,2014,1006,3002,1032,1029,1003,,,,,,,,,,,,,
1007,2013,1020,3001,3028,,,,,,,,,,,,,,,
3022,3011,,,,,,,,,,,,,,,,,,
2017,1032,3027,3028,2002,1004,,,,,,,,,,,,,,
2016,2002,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
3028,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
3011,,,,,,,,,,,,,,,,,,,
2013,3011,3003,1022,,,,,,,,,,,,,,,,
1026,3026,1029,,,,,,,,,,,,,,,,,
2016,2011,,,,,,,,,,,,,,,,,,
2017,2016,,,,,,,,,,,,,,,,,,
3016,3022,3028,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
2017,1024,,,,,,,,,,,,,,,,,,
3001,,,,,,,,,,,,,,,,,,,
2014,1018,2018,1013,,,,,,,,,,,,,,,,
2017,1024,1003,,,,,,,,,,,,,,,,,
1007,3022,3011,2017,2016,1028,,,,,,,,,,,,,,
2001,3026,1015,2016,,,,,,,,,,,,,,,,
1007,3022,1026,2007,3028,3026,1015,1022,2012,3005,1033,,,,,,,,,
1007,3016,1010,1007,3022,2017,2016,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1022,3005,,,,,,,,,,,,,,,,,,
3028,3031,2017,,,,,,,,,,,,,,,,,
2016,1007,1021,3022,1026,1013,3028,1015,1022,,,,,,,,,,,
2016,1024,3019,3005,1028,1033,,,,,,,,,,,,,,
1001,3004,3022,2003,1004,,,,,,,,,,,,,,,
1007,1010,3022,3028,2018,,,,,,,,,,,,,,,
2016,2003,3005,3024,,,,,,,,,,,,,,,,
2013,3023,1026,2003,1029,1022,1027,,,,,,,,,,,,,
1001,3022,3013,1032,1020,1013,3028,2005,,,,,,,,,,,,
2017,2011,2002,,,,,,,,,,,,,,,,,
3016,3022,3023,1026,1033,3003,3020,2017,,,,,,,,,,,,
1034,2017,,,,,,,,,,,,,,,,,,
1032,3028,,,,,,,,,,,,,,,,,,
3018,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
2005,1006,,,,,,,,,,,,,,,,,,
1007,1010,,,,,,,,,,,,,,,,,,
1026,1004,1023,,,,,,,,,,,,,,,,,
1011,3028,3011,1027,,,,,,,,,,,,,,,,
1011,1001,2001,1010,3013,1013,3028,1016,3005,3006,,,,,,,,,,
3022,1026,2018,,,,,,,,,,,,,,,,,
1011,1010,3007,2016,1003,,,,,,,,,,,,,,,
1026,3028,1033,,,,,,,,,,,,,,,,,
1011,1015,2012,,,,,,,,,,,,,,,,,
3022,1022,,,,,,,,,,,,,,,,,,
2017,1022,,,,,,,,,,,,,,,,,,
2016,1007,1026,2017,3028,3011,3012,3005,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
3022,1020,2002,3001,,,,,,,,,,,,,,,,
1021,1026,3013,3020,1024,,,,,,,,,,,,,,,
1021,2014,3022,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
1026,2018,2016,1029,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,
3011,2017,,,,,,,,,,,,,,,,,,
3004,3002,1026,3013,2001,1025,1020,,,,,,,,,,,,,
1011,2016,,,,,,,,,,,,,,,,,,
1001,1011,1007,1010,3001,3028,3014,3020,2011,1028,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
2017,2005,1028,,,,,,,,,,,,,,,,,
3004,3022,1033,3013,2017,2016,,,,,,,,,,,,,,
2001,1020,,,,,,,,,,,,,,,,,,
3022,3023,1018,2017,,,,,,,,,,,,,,,,
1017,3028,2016,,,,,,,,,,,,,,,,,
3004,2028,2010,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,
3031,2016,1022,1022,,,,,,,,,,,,,,,,
1026,2018,1022,,,,,,,,,,,,,,,,,
3028,3011,3004,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
3011,2005,,,,,,,,,,,,,,,,,,
2014,3022,2016,,,,,,,,,,,,,,,,,
2016,3022,1013,3005,,,,,,,,,,,,,,,,
3022,1022,,,,,,,,,,,,,,,,,,
2011,1009,,,,,,,,,,,,,,,,,,
1026,2001,2017,,,,,,,,,,,,,,,,,
3002,2011,1022,,,,,,,,,,,,,,,,,
2018,2016,2005,,,,,,,,,,,,,,,,,
3016,3002,3028,1022,1029,1020,,,,,,,,,,,,,,
1010,2018,1009,3003,1004,2017,2016,2011,1029,2005,,,,,,,,,,
2016,2011,,,,,,,,,,,,,,,,,,
1026,3013,,,,,,,,,,,,,,,,,,
3016,3022,1032,2017,1003,,,,,,,,,,,,,,,
1004,3031,,,,,,,,,,,,,,,,,,
3031,2018,3005,,,,,,,,,,,,,,,,,
3001,,,,,,,,,,,,,,,,,,,
1022,1009,3005,3006,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
2016,1007,2013,3023,1026,2003,1032,2007,,,,,,,,,,,,
3022,1032,,,,,,,,,,,,,,,,,,
1032,2017,1004,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,
2017,1020,,,,,,,,,,,,,,,,,,
2014,2013,3022,1025,2018,1029,3005,,,,,,,,,,,,,
1021,1010,3022,1026,3028,,,,,,,,,,,,,,,
3023,1003,,,,,,,,,,,,,,,,,,
3022,1015,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1026,1032,2007,1015,2017,1029,1022,,,,,,,,,,,,,
1034,1032,,,,,,,,,,,,,,,,,,
2014,1009,3028,2016,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
3016,1026,1017,1004,3020,1022,,,,,,,,,,,,,,
2016,1033,,,,,,,,,,,,,,,,,,
1004,2017,2016,1023,,,,,,,,,,,,,,,,
1022,2002,3001,,,,,,,,,,,,,,,,,
3016,1010,1026,1013,1004,2015,1022,3004,3001,,,,,,,,,,,
2016,3002,1026,1025,,,,,,,,,,,,,,,,
2014,2017,3014,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,
1011,3028,,,,,,,,,,,,,,,,,,
1011,3016,3002,3013,1018,1033,3001,3028,3005,1028,1022,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1032,1029,1033,,,,,,,,,,,,,,,,,
1001,1026,1032,3031,1015,2017,2016,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
3002,1026,3013,3011,2017,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
1010,3022,,,,,,,,,,,,,,,,,,
1007,1029,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,
1021,3001,,,,,,,,,,,,,,,,,,
3006,,,,,,,,,,,,,,,,,,,
3028,2016,1033,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3022,3013,3013,2007,2016,2005,1001,1005,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3013,1020,3028,1031,1009,,,,,,,,,,,,,,,
2017,1029,1033,,,,,,,,,,,,,,,,,
3022,1026,1032,3001,2017,2016,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
1007,3016,1034,1026,3013,1032,1020,3027,,,,,,,,,,,,
1001,3028,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1029,3012,,,,,,,,,,,,,,,,,,
3002,1026,2017,1020,,,,,,,,,,,,,,,,
1013,2005,3019,2002,1028,1033,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,
1021,1010,3022,3001,2005,3026,1015,3005,,,,,,,,,,,,
1010,3022,1026,1032,1029,2011,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1013,2005,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,
3028,,,,,,,,,,,,,,,,,,,
1021,1018,1022,,,,,,,,,,,,,,,,,
3002,1026,3013,3012,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1008,1010,1013,3001,2011,,,,,,,,,,,,,,,
1010,3023,2017,1020,3028,,,,,,,,,,,,,,,
2014,1013,3028,1024,1022,,,,,,,,,,,,,,,
2002,2017,,,,,,,,,,,,,,,,,,
1011,1026,3028,1015,2015,2005,,,,,,,,,,,,,,
1026,3004,,,,,,,,,,,,,,,,,,
2016,3016,1026,3013,1032,1033,,,,,,,,,,,,,,
2017,3011,,,,,,,,,,,,,,,,,,
1001,2006,1004,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,
1020,3011,1027,,,,,,,,,,,,,,,,,
1010,3031,,,,,,,,,,,,,,,,,,
3028,2016,,,,,,,,,,,,,,,,,,
3022,2005,3004,,,,,,,,,,,,,,,,,
1026,3002,3031,3011,2016,,,,,,,,,,,,,,,
1011,1001,3016,1010,1026,1032,3028,3011,1020,,,,,,,,,,,
1022,3012,,,,,,,,,,,,,,,,,,
3004,3028,2011,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3002,1026,2010,,,,,,,,,,,,,,,,,
2016,3002,3022,1026,3013,1004,2018,2017,2016,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,
1007,1021,2014,1026,2028,1009,,,,,,,,,,,,,,
1001,3004,3022,1026,1032,3028,2016,2005,3001,1033,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
3016,3013,1032,3028,3031,2017,2005,1003,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1007,2014,3013,3028,3026,1015,1027,1009,1033,,,,,,,,,,,
3004,2016,1007,2014,1010,3022,1026,3007,,,,,,,,,,,,
3004,1021,1010,3023,1026,2017,1033,,,,,,,,,,,,,
2017,2016,3004,3012,1033,,,,,,,,,,,,,,,
3028,,,,,,,,,,,,,,,,,,,
3011,1024,,,,,,,,,,,,,,,,,,
2016,1026,3011,2017,,,,,,,,,,,,,,,,
3002,3027,3011,2011,1033,,,,,,,,,,,,,,,
1007,2014,3016,1032,1018,1013,3028,2017,,,,,,,,,,,,
1007,2014,2013,3031,2018,1022,1001,,,,,,,,,,,,,
3028,1009,,,,,,,,,,,,,,,,,,
2014,3016,1034,1026,2017,3013,1020,1013,3015,2011,,,,,,,,,,
3004,1007,1034,1026,3003,3028,1016,3014,3026,1022,2017,,,,,,,,,
1017,3011,2017,,,,,,,,,,,,,,,,,
1007,2014,3022,3028,,,,,,,,,,,,,,,,
3004,1026,1004,1015,,,,,,,,,,,,,,,,
1021,1026,3026,3010,2008,3018,2010,1022,2005,3005,1033,,,,,,,,,
1007,2014,1026,3001,3028,3011,2005,3029,1029,,,,,,,,,,,
1010,1026,1009,,,,,,,,,,,,,,,,,
2014,3016,1008,3022,1013,3007,1029,1006,3012,3019,1020,2002,,,,,,,,
1032,2017,,,,,,,,,,,,,,,,,,
3016,1010,3022,1020,3031,2010,3012,,,,,,,,,,,,,
1011,1010,1033,,,,,,,,,,,,,,,,,
1007,3022,1026,3031,3011,1022,1022,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3028,1024,,,,,,,,,,,,,,,,,,
3022,3028,3004,2017,2016,2011,1023,3001,1020,,,,,,,,,,,
1021,3022,1032,3028,2017,,,,,,,,,,,,,,,
1011,1001,3001,2016,2002,1022,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
3016,3001,3028,3011,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1011,1010,1007,3022,1004,1024,,,,,,,,,,,,,,
2017,1021,1034,1020,2008,2016,1024,2006,1028,2002,,,,,,,,,,
1022,2016,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,,,,
3016,3022,,,,,,,,,,,,,,,,,,
3004,3022,,,,,,,,,,,,,,,,,,
2018,2017,1024,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,
3028,3011,1033,,,,,,,,,,,,,,,,,
2014,3022,1026,3013,1032,3015,1029,3012,,,,,,,,,,,,
1026,3028,1009,,,,,,,,,,,,,,,,,
1011,2014,1025,1018,3028,1033,1022,,,,,,,,,,,,,
3004,3022,2017,1020,2018,2016,,,,,,,,,,,,,,
1011,2014,2005,1022,,,,,,,,,,,,,,,,
